Unnamed: 0.1,Unnamed: 0,title,category,has_exclamation,has_question,has_number,num_count,mark_count,original_title,label_score
2069,2069,perindo perum dampak aku tumpah minyak karawang di,"Keuangan,Ekonomi_&_Bisnis",0,0,0,0,0,Perum Perindo Akui Terdampak Tumpahan Minyak di Karawang,0
3904,3904,Ke cemburu istri pertama istri dua gantung tali diri putu gagal mati deh,Berita_indonesia,1,0,0,0,4,"Cemburu ke Istri Pertama, Istri Kedua Gantung Diri, Tali Putus, Gagal Mati Deh!",1
6393,6393,lapindo utang tak bayar rp t kemenkeu tagih layang lagi,"Keuangan,Ekonomi_&_Bisnis",0,0,1,2,2,"Lapindo Tak Bayar Utang Rp 1,7 T, Kemenkeu Layangkan Tagihan Lagi",0
1510,1510,rela andovi da panaspanasan lopez tanam pohon di van benteng bosch den,Hiburan_&_Selebriti,0,0,0,0,1,"Rela Panas-Panasan, Andovi Da Lopez Tanam Pohon di Benteng Van Den Bosch",0
5671,5671,dapat bogor tawar unit trem pemanfataan dari perintah belanda,Regional_&_Daerah,0,0,1,2,0,Bogor Dapat Tawaran Pemanfataan 24 Unit Trem dari Pemerintah Belanda,0
4076,4076,ironi derita banyak di hiv tasik,Berita_indonesia,0,0,0,0,1,"Ironis, Banyak Penderita HIV di Tasik",1
6089,6089,vs psi tanpa baya tonton bejo sugiantoro rugi samasama,Olahraga,0,0,0,0,1,"PSIS Vs Persebaya Tanpa Penonton, Bejo Sugiantoro: Sama-sama Rugi",0
7888,7888,leonardo onadio cerita jadi alam muda papa sang ingin putra tumbuh jantan gangster bak,Hiburan_&_Selebriti,0,0,0,0,1,"Onadio Leonardo Cerita Pengalaman Jadi Papa Muda, Ingin Sang Putra Tumbuh Jantan Bak Gangster ",1
5719,5719,presiden tinjau jokowi karhutla tangan riau wali kota pekanbaru pelesir ke kanada,Regional_&_Daerah,0,0,0,0,1,"Presiden Jokowi Tinjau Penanganan Karhutla Riau, Wali Kota Pekanbaru Pelesir ke Kanada",0
5227,5227,bumn menteri thohir siap erick ganti kandidat dirut mandiri dan inalum,"Keuangan,Ekonomi_&_Bisnis",0,0,0,0,0,Menteri BUMN Erick Thohir Siapkan Kandidat Pengganti Dirut Mandiri dan Inalum,0
742,742,pasang rohingya ungsi tewa dalam tembak baku bangladesh di,Berita_indonesia,0,0,0,0,0,Sepasang Pengungsi Rohingya Tewas dalam Baku Tembak di Bangladesh,0
5468,5468,pesan tiket pesawat lewat tchat guna bisa wa dan line,Teknologi_&_Sains,0,0,0,0,0,Pesan Tiket Pesawat Lewat T-Chat Bisa Gunakan WA dan Line,0
471,471,Dpr ketua selesai belum dibaha kesah ruu tunda pk,Berita_indonesia,0,0,0,0,1,"Ketua DPR: Belum Selesai Dibahas, Pengesahan RUU P-KS Ditunda",0
5631,5631,mahasiswa bunuh sangka timor lest bekuk polda diy,Regional_&_Daerah,0,0,1,1,0,2 Tersangka Pembunuh Mahasiswa Timor Leste Dibekuk Polda DIY,0
1552,1552,hamil usia hampir bulan syahnaz sadiqah mulai belanja lengkap bayi,Hiburan_&_Selebriti,0,0,1,1,1,"Usia Kehamilan Hampir 6 Bulan, Syahnaz Sadiqah Mulai Belanja Perlengkapan Bayi",0
3752,3752,brutal motor geng serang rumah warga sajam pakai panah dan,Berita_indonesia,1,0,0,0,3,Brutal!!! Geng Motor Serang Perumahan Warga Pakai Sajam dan Panah,1
2447,2447,bangkit program ribu listrik baru mw operasi persen,"Keuangan,Ekonomi_&_Bisnis",0,0,1,4,0,Program Pembangkit Listrik 35 Ribu MW Baru Beroperasi 11 Persen,0
91,91,papua tokoh undang yang ek jokowi tims istana betul saja,Berita_indonesia,0,0,0,0,1,"Tokoh Papua yang Diundang Jokowi Eks Timses, Istana: Kebetulan Saja",0
594,594,salon karyawan jadi sangka baru kasu garut sek gangbang,Berita_indonesia,0,0,0,0,0,Karyawan Salon Jadi Tersangka Baru Kasus Seks Gangbang Garut,0
6310,6310,modu cuci kayu ileg,Konsultasi_&_Opini,0,0,0,0,0,Modus Pencucian Kayu Ilegal,0
3746,3746,bakal sebut ekonomi roket jokowi hanya kosong omong ini bukti,Berita_indonesia,1,0,0,0,3,"Sebut Ekonomi Bakal Meroket, Jokowi Hanya Omong Kosong, Ini Buktinya!",1
2738,2738,Kabut dampak indonesia asap malaysia libur di sekolah sarawak,Berita_indonesia,0,0,0,0,1,"Terdampak Kabut Asap Indonesia, Malaysia Liburkan Sekolah di Sarawak",0
294,294,pasti gabung lagi sandiaga ke gerindra bicara akan dengan prabowo,Berita_indonesia,0,0,0,0,1,"Dipastikan Gabung Lagi ke Gerindra, Sandiaga Akan Bicara dengan Prabowo",0
6571,6571,ketika djanur laku evan judi dan jadi dima cadang,Olahraga,0,0,0,0,0,Ketika Djanur Lakukan Perjudian dan Evan Dimas Jadi Cadangan,0
7216,7216,viral video polisi mertua tilang sendiri operasi patuh saat,Berita_indonesia,1,0,1,4,1,Viral! Video Polisi Tilang Mertua Sendiri Saat Operasi Patuh 2019,1
7849,7849,ini kata dan mark luca bisa debut dan grup satu di bareng superm seniorsenior,Hiburan_&_Selebriti,0,0,0,0,0,Ini Kata Mark dan Lucas Bisa Debut dan Satu Grup Bareng Senior-Senior di SuperM,1
4426,4426,resmi diri ma undur jack gelar pesta pisah,"Keuangan,Ekonomi_&_Bisnis",0,0,0,0,1,"Resmi Undur Diri, Jack Ma Gelar Pesta Perpisahan",0
1,1,malaysia sudut ri kabut hingga isu asap invasi babi,Berita_indonesia,0,0,0,0,0,Malaysia Sudutkan RI: Isu Kabut Asap hingga Invasi Babi,0
6227,6227,nichol jefri guna ganja susah karena faktor tidur insomnia,Gaya_Hidup_&_Kesehatan,0,0,0,0,4,"Jefri Nichol Gunakan Ganja karena Susah Tidur, Faktor Insomnia...",1
7829,7829,Hongki lee ft island sambang soo kim park hyun dan shin hye belum wamil ini hari,Hiburan_&_Selebriti,0,0,0,0,2,Lee Hongki F.T. Island Disambangi Kim Soo Hyun dan Park Shin Hye Sebelum Wamil Hari Ini,1
6071,6071,lawan ihwal hutan bakar,Konsultasi_&_Opini,0,0,0,0,0,Ihwal Melawan Kebakaran Hutan,0
4813,4813,Gubernur banten ata duka wafat bj habibi,Berita_indonesia,0,0,0,0,0,Gubernur Banten Berduka Atas Wafatnya BJ Habibie,0
3579,3579,serang pakai houthi drone aman kilang aramco rapuh saudi,"Keuangan,Ekonomi_&_Bisnis",0,1,0,0,2,"Diserang Houthi Pakai Drone, Keamanan Kilang Saudi Aramco Rapuh?",1
6625,6625,Dpr keluh pimpin kpk anarko anggap hingga inkonstitusion,Berita_indonesia,0,0,0,0,0,DPR Keluhkan Pimpinan KPK: Anggap Anarko hingga Inkonstitusional,0
7487,7487,fakta tentang yang turbulensi masih tahu jarang pesawat tumpang,Travel_&_Pariwisata,0,0,1,1,0,7 Fakta Tentang Turbulensi yang Masih Jarang Diketahui Penumpang Pesawat,1
2058,2058,survei bp baru masyarakat makin indonesia korupsi anti,"Keuangan,Ekonomi_&_Bisnis",0,0,0,0,0,Survei Terbaru BPS: Masyarakat Indonesia Makin Anti Korupsi,0
3430,3430,lil intip tokyo libur momen seru maya luna,Gaya_Hidup_&_Kesehatan,0,0,1,1,1,"Keliling Tokyo, Intip 5 Momen Liburan Seru Luna Maya",1
8135,8135,ayu tunjuk ting ting pelipi benjol didi beri riyadi perhati bikin mani baper,Hiburan_&_Selebriti,0,0,0,0,1,"Ayu Ting Ting Tunjukkan Pelipis Benjol, Didi Riyadi Beri Perhatian Manis Bikin Baper",1
7684,7684,langsung jaya tertib kapolda metro apresiasi demo buruh,Berita_indonesia,0,0,0,0,1,"Berlangsung Tertib, Kapolda Metro Jaya Apresiasi Demo Buruh",0
3321,3321,Jejak marcuskevin babak china dua open,Olahraga,0,0,1,4,0,Marcus/Kevin Jejaki Babak Kedua China Open 2019  ,0
5516,5516,kominfo lion panggil group air kait bocor langgan data,Teknologi_&_Sains,0,0,0,0,0,Kominfo Panggil Lion Air Group Terkait Kebocoran Data Pelanggan,0
1647,1647,telah polisi gugur jatuh lubang ke pompa air saat olah tkp motor curi,Berita_indonesia,0,0,0,0,0,Polisi Gugur Setelah Terjatuh ke Lubang Pompa Air Saat Olah TKP Pencurian Motor,0
4471,4471,ingin mkhitaryan temu kembali cinta rasa pada bola sepak,Olahraga,0,0,0,0,0,Mkhitaryan Ingin Temukan Kembali Rasa Cinta pada Sepak Bola,0
8327,8327,Kim jawab izon chaewon via ask fm jadi sorot hina garagara isi,Hiburan_&_Selebriti,0,0,0,0,0,Jawaban Kim Chaewon IZ*ONE Via Ask FM Jadi Sorotan Gara-Gara Berisi Hinaan,1
2232,2232,atas karhutla riau di perintah pesawat siaga hujan untuk buat,Berita_indonesia,0,0,1,1,1,"Atasi Karhutla di Riau, Pemerintah Siagakan 3 Pesawat untuk Hujan Buatan",0
427,427,tukang gigi ikut kuhp demo pasal ruu ini yang sudah batal mk,Berita_indonesia,0,0,0,0,1,"Tukang Gigi Ikut Demo RUU KUHP, Ini Pasal yang Sudah Dibatalkan MK",1
298,298,bj putra habibi tidak bapak kriti sudah dan stabil istirahat perlu,Berita_indonesia,0,0,0,0,1,"Putra BJ Habibie: Bapak Tidak Kritis, Sudah Stabil dan Perlu Istirahat",0
2948,2948,cerita habibi muda bj yang soal mampu selesai sulit hanya menit,Gaya_Hidup_&_Kesehatan,0,0,1,2,0,Cerita BJ Habibie Muda yang Mampu Selesaikan Soal Sulit Hanya 20 Menit,1
4552,4552,progo kulon tutup tambak udang warga di dekat bandara,Berita_indonesia,0,0,0,0,0,Kulon Progo Tutup Tambak Udang Warga di Dekat Bandara,0
6580,6580,mahasiswa ancam massa bawa lebih besar gedung dpr ke,Regional_&_Daerah,0,0,0,0,0,Mahasiswa Ancam Bawa Massa Lebih Besar ke Gedung DPR,0
4269,4269,kemenk vape dorong dalam masuk pp revisi,Berita_indonesia,0,0,1,7,0,Kemenkes Dorong Vape Masuk dalam Revisi PP 109/2012,0
8333,8333,vanessa bangga angel arti jadi doyan yang bikin sensasi,Hiburan_&_Selebriti,0,0,0,0,0,Vanessa Angel Bangga Jadi Artis Yang Doyan Bikin Sensasi,1
7901,7901,kira polo roger cium danuarta bibir pergok cut meyriska di thailand jalan,Hiburan_&_Selebriti,0,0,0,0,1,"Dikira Polos, Roger Danuarta Kepergok Cium Bibir Cut Meyriska di Jalanan Thailand",1
7515,7515,mahasiwa kocak ini entah goyang apa yang rasuk hadap rektor di saat wisuda,Hiburan_&_Selebriti,0,0,0,0,1,"Kocak, Mahasiwa Ini Goyang 'Entah Apa yang Merasukimu' Di Hadapan Rektor Saat Wisuda",1
7421,7421,tetap aktif dan saat modi badan baju dua hamil reebok bisa sesuai ukur perut kondisi,Gaya_Hidup_&_Kesehatan,0,0,0,0,1,"Tetap Aktif dan Modis Saat Berbadan Dua, Baju Hamil Reebok Ukurannya Bisa Menyesuaikan Kondisi Perut",1
3575,3575,tan putih optimi swasembada gula di depan mata,Berita_indonesia,0,0,0,0,0,Kementan Optimis Swasembada Gula Putih di Depan Mata,0
3952,3952,pau hiu dampar tutul pantai di lumajang,Berita_indonesia,0,0,0,0,0,Hiu Paus Tutul Terdampar di Pantai Lumajang,0
1157,1157,Makin kpop idol ganteng dengan rambut suga hitam legam bt johnni nct,Hiburan_&_Selebriti,0,0,1,1,1,"7 K-Pop Idol Makin Ganteng Dengan Rambut Hitam Legam, Suga BTS - Johnny NCT",1
2582,2582,Mobil komunita komentar luas genap ganjil,Teknologi_&_Sains,0,0,0,0,0,Komunitas Mobil Komentari Perluasan Ganjil Genap,1
2132,2132,minggu hingga polda riau tetap sudah sangka karhutla kasu,Berita_indonesia,0,0,1,2,1,"Hingga Minggu, Polda Riau Sudah Tetapkan 47 Tersangka Kasus Karhutla",0
8342,8342,tanggap queendom kabar soal serta sendiri bayar biaya semua tampil,Hiburan_&_Selebriti,0,0,0,0,0,'Queendom' Tanggapi Kabar Soal Peserta Bayar Sendiri Semua Biaya Penampilan,1
1983,1983,butuh komitmen pihak semua agar dunia pariwisata maratua,Travel_&_Pariwisata,0,0,0,0,0,Dibutuhkan Komitmen Semua Pihak Agar Pariwisata Maratua Mendunia,0
4620,4620,jokowi presiden ata belasungkawa bj tinggal habibi,Berita_indonesia,0,0,0,0,0,Presiden Jokowi Berbelasungkawa Atas Meninggalnya BJ Habibie,0
1520,1520,selebr simon jadi marcella mualaf damping meyriska cut,Hiburan_&_Selebriti,0,0,0,0,1,"Selebritis Marcella Simon Jadi Mualaf, Didampingi Cut Meyriska",0
5500,5500,advokat dakwa beri suap rp ke miliar aspidsu kejat jateng,Berita_indonesia,0,0,1,3,1,"Advokat Didakwa Beri Suap Rp5,29 Miliar ke Aspidsus Kejati Jateng",0
17,17,jenguk jk habibi di soebroto rspad gatot,Berita_indonesia,0,0,0,0,0,JK Jenguk Habibie di RSPAD Gatot Soebroto,0
5738,5738,volvo truk truck hadir dengan sistem injeksi eb lengkap,Teknologi_&_Sains,0,0,0,0,0,Volvo Trucks Hadirkan Truk dengan Sistem Injeksi Dilengkapi EBS,0
5706,5706,Di muncul geekbench googl pixel g xl punya dan ram gb sd,Teknologi_&_Sains,0,0,1,6,1,"Muncul di GeekBench, Google Pixel 4 XL 5G Punya RAM 8 GB dan SD855",0
1985,1985,lempari bu persib batu dan main begini luka kronologi,Berita_indonesia,0,0,1,1,1,"Bus Persib Dilempari Batu dan 2 Pemain Terluka, Begini Kronologinya",1
4644,4644,habibi wafat imbau masyarakat ghaib shalat,Berita_indonesia,0,0,0,0,1,"Habibie Wafat, Masyarakat Diimbau Shalat Ghaib",0
8038,8038,gelar usai temu keluarga rezki aditya kirana tahu citra bridesmaid siap,Hiburan_&_Selebriti,0,1,0,0,2," Usai Gelar Temu Keluarga Rezky Aditya, Citra Kirana Ketahuan Siapkan Bridesmaid?",1
1242,1242,sinopsi sinetron cinta suci episod tayang april kami,Hiburan_&_Selebriti,0,0,1,12,1,"Sinopsis Sinetron 'CINTA SUCI' Episode 318 & 319 Tayang Kamis, 18 April 2019",0
7292,7292,syarief elza rasa sak pari hotman klaim sudah badan pasang hotman pahlawan adalah,Hiburan_&_Selebriti,1,0,0,0,2,"Elza Syarief Merasa Tersakiti, Hotman Paris Klaim Sudah Pasang Badan: Hotman Adalah Pahlawanmu!",1
872,872,chocol resep gateau tanpa tepung,Gaya_Hidup_&_Kesehatan,0,0,0,0,0,Resep Gateau Chocolate tanpa Tepung,0
8472,8472,faldo maldini tsamara hingga gugat psi syarat bata usia maju pilkada mk apa di ada,Berita_indonesia,0,1,0,0,2,"Faldo Maldini Hingga Tsamara PSI Gugat Syarat Batas Usia Maju Pilkada di MK, Ada Apa?",1
3221,3221,ini sakit buat yang kalina haru ocktaranni intensif rawat,Hiburan_&_Selebriti,0,0,0,0,0,Ini Penyakit yang Membuat Kalina Ocktaranny Harus Dirawat Intensif,1
492,492,gempa dampak m di ambon jembatan retakkampu rusak ringan,Berita_indonesia,0,0,1,2,2,"Dampak Gempa M 6,8 di Ambon, Jembatan Retak-Kampus Rusak Ringan",0
798,798,mau nyagub faldo sama maldini gugat psi uu pilkada ke mk,Berita_indonesia,0,0,0,0,1,"Mau Nyagub, Faldo Maldini Bersama PSI Gugat UU Pilkada ke MK",0
99,99,Brigif hut ke raider ziarah ke bupati makam galuh ciami,Berita_indonesia,0,0,1,4,1,"HUT ke-70, Brigif Raider 13 Ziarah ke Makam Bupati Galuh Ciamis",0
3615,3615,cinta seksi laura gaya bak princess jasmin,Gaya_Hidup_&_Kesehatan,0,0,0,0,0, Seksinya Cinta Laura Bergaya bak Princess Jasmine,1
4478,4478,cinta bukti sahabat rasul rebut kepada air hingga jubah,Agama,0,0,1,1,0,5 Bukti Cinta Sahabat kepada Rasul: Berebut Air Hingga Jubah,1
3997,3997,nilai survei rkuu bawa jabar baik lebih,Berita_indonesia,0,0,0,0,0,SurveI: RK-Uu Dinilai Bawa Jabar Lebih Baik,0
601,601,Seru ada mantan suami istri di tarung pilkad di serentak sragen,Berita_indonesia,1,0,0,0,1,Seru! Ada Mantan Suami Istri Bertarung di Pilkades Serentak di Sragen,1
4852,4852,Siap jerman solusi cari sepakat nuklir iran dengan,Berita_indonesia,0,0,0,0,0,Jerman Siap Cari Solusi Kesepakatan Nuklir dengan Iran,0
5539,5539,bank minta genjot salur kredit jika tak ingin denda kena,"Keuangan,Ekonomi_&_Bisnis",0,0,1,2,0,35 Bank Diminta Genjot Penyaluran Kredit Jika Tak Ingin Kena Denda,0
5749,5749,sinergi dengan tegak hukum ternat musnah bea cukai ileg rokok,Regional_&_Daerah,0,0,0,0,1,"Sinergi dengan Penegak Hukum Ternate, Bea Cukai Musnahkan Rokok Ilegal",0
2336,2336,Bangun ibu kota baru bisa risiko tangkal resesi,"Keuangan,Ekonomi_&_Bisnis",0,1,0,0,1,Pembangunan Ibu Kota Baru Bisa Tangkal Risiko Resesi?,1
7230,7230,minta akhir yang bocah dibulli hingga fatir tewa sebut ahmad nama orang agar tangkap,Regional_&_Daerah,0,0,0,0,1,"Permintaan Terakhir Bocah yang Dibully Hingga Tewas, Fatir Ahmad Sebut Nama Seseorang Agar Ditangkap",1
6656,6656,sah beka ombilin tambang sawahlunto situ jadi dunia waris,Teknologi_&_Sains,0,0,0,0,1,"Sah, Bekas Tambang Ombilin Sawahlunto Jadi Situs Warisan Dunia",0
5029,5029,masyarakat gugat ubah sila uu kpk mk ke,Berita_indonesia,0,0,0,0,0,Masyarakat Dipersilakan Gugat Perubahan UU KPK ke MK,0
7504,7504,kronolog duel ajar smp korban meningg dunia telah pipi pukul dua kali,Regional_&_Daerah,0,0,0,0,1,"Kronologi Duel Pelajar SMP, Korban Meninggal Dunia Setelah Pipi Dipukul Dua Kali",1
493,493,gibran butuh ribu jika ktp jadi ingin cawalkot independen di solo,Berita_indonesia,0,0,1,2,0,Gibran Butuh 35 Ribu KTP Jika Ingin Jadi Cawalkot Independen di Solo,0
1591,1591,dari mundur youtub rici ria siap sapa gemar jicomfest di,Hiburan_&_Selebriti,0,0,1,4,1,"Mundur dari YouTube, Ria Ricis Siap Sapa Penggemar di JICOMFEST 2019",0
2094,2094,kemudi gofood yang sepeda bantah guna pakai motor anak sekolah ke,Berita_indonesia,0,0,0,0,0,Pengemudi Go-Food Yang Gunakan Sepeda Bantah Motornya Dipakai Anaknya ke Sekolah,0
6464,6464,liga rahasia babel bisa unit persib tekuk b kandang di,Olahraga,0,0,1,1,0,Liga 2: Rahasia Babel United Bisa Tekuk Persib B di Kandangnya,0
5536,5536,bank proyeksi indonesia jadi septemb deflasi,"Keuangan,Ekonomi_&_Bisnis",0,0,1,4,0,Bank Indonesia Proyeksi September 2019 Terjadi Deflasi,0
58,58,jpu berat zen kivlan damping hukum dari kuasa milit,Berita_indonesia,0,0,0,0,0,JPU Keberatan Kivlan Zen Didampingi Kuasa Hukum dari Militer,0
4855,4855,Minta pssi suport evaluasi kerja mcmenemi simon,Olahraga,0,0,0,0,0,Suporter Minta PSSI Evaluasi Kinerja Simon McMenemy,0
4854,4854,prakasa ernest habibi sosok pak yang rendah hati,Travel_&_Pariwisata,0,0,0,0,0,Ernest Prakasa: Pak Habibie Sosok yang Rendah Hati,0
7082,7082,nasi goreng enak di coba jakarta nasi mpr legendari goreng yang,Travel_&_Pariwisata,0,0,1,1,1,"9 Nasi Goreng Enak di Jakarta, Coba Nasi Goreng MPR yang Legendaris",1
3976,3976,cucu anak dan habibi damping rumah di sakit,Berita_indonesia,0,0,0,0,0,Cucu dan Anak Dampingi Habibie di Rumah Sakit,0
5571,5571,tengkulak pangka pertamina tbbm rewulu inisiasi japangma program,"Keuangan,Ekonomi_&_Bisnis",0,0,0,0,1,"Pangkas Tengkulak, TBBM Pertamina Rewulu Inisiasi Program JAPANGMAS",0
5648,5648,tipu polisi libat aman puluh warga chinataiwan rumah di mewah,Regional_&_Daerah,0,0,0,0,1,"Terlibat Penipuan, Polisi Amankan Puluhan Warga China-Taiwan di Perumahan Mewah",0
5480,5480,pantau lap hotspot wilayah sumatera di selatan,Regional_&_Daerah,0,0,1,3,0,Lapan Pantau 281 Hotspot di Wilayah Sumatera Selatan,0
3228,3228,cukai rokok akan naik ini di besar januari,"Keuangan,Ekonomi_&_Bisnis",0,0,1,5,1,"Cukai Rokok Akan Naik di 1 Januari 2020, Ini Besarannya",1
5497,5497,aurum digitalhartadinata jual kembang platform beli onlin ema,"Keuangan,Ekonomi_&_Bisnis",0,0,0,0,0,Aurum Digital-Hartadinata Kembangkan Platform Jual Beli Emas Online,0
6936,6936,samsung as galaxi dirili ini di indonesia spek dan harga,Teknologi_&_Sains,0,0,1,2,1,"Samsung Galaxy A50s Dirilis di Indonesia, Ini Spek dan Harganya",1
3100,3100,jefri kapok nichol tak mau pakai lagi ganja atas untuk tidur ganggu,Hiburan_&_Selebriti,0,0,0,0,1,"Kapok, Jefri Nichol Tak Mau Lagi Pakai Ganja untuk Atasi Gangguan Tidur",1
8202,8202,heboh aksi mujahid salah spanduk mpr tap tagar carimuka puncak topic trend,Berita_indonesia,0,0,1,3,1,"Heboh Aksi Mujahid Salah Spanduk TAP MPR, Tagar #212CariMuka Puncaki Trending Topic",1
2777,2777,cerita pesawat gatotkaca kopilot n tentang habibi sosok,Berita_indonesia,0,0,1,3,0,Cerita Ko-Pilot Pesawat Gatotkaca N250 tentang Sosok Habibie,1
1775,1775,luas sistem genap ganjil dapat jual pelat persen nomor naik,Berita_indonesia,0,0,1,2,1,"Perluasan Sistem Ganjil Genap, Pendapatan Penjual Pelat Nomor Naik 50 Persen",0
5024,5024,Air sriwijaya patuh minta ksm indonesia garuda,"Keuangan,Ekonomi_&_Bisnis",0,0,0,0,0,Sriwijaya Air Diminta Patuhi KSM Garuda Indonesia,0
6916,6916,tira persikabo vs rene optimisti persib febri tak mental siap,Olahraga,0,0,0,0,1,"Tira Persikabo Vs Persib: Rene Optimistis, Febri Tak Siap Mental",0
7178,7178,kualifikasi link stream euro vs portug lithuania pranci vs andorra inggri vs kosovo,Hiburan_&_Selebriti,0,0,1,4,3,"Link Streaming Kualifikasi Euro 2020, Lithuania vs Portugal, Prancis vs Andorra, Inggris vs Kosovo",0
409,409,tuntut temu anggota dprd kawat mahasiswa injak dur dan lempar botol,Berita_indonesia,0,0,0,0,1,"Tuntut Ditemui Anggota DPRD, Mahasiswa Injak Kawat Berduri dan Lempar Botol",0
748,748,jebak dalam hari kunci mobil perempuan di tewa tuban,Berita_indonesia,0,0,1,1,1,"Terjebak 2 Hari dalam Mobil Terkunci, Perempuan di Tuban Tewas",0
5696,5696,bappena anggar tegas ibu kota baru tidak masuk rapbn,"Keuangan,Ekonomi_&_Bisnis",0,0,1,4,0,Bappenas Tegaskan Anggaran Ibu Kota Baru Tidak Masuk RAPBN 2020,0
6675,6675,rusuh sidang jaksa mei hadir hari brimob ini,Regional_&_Daerah,0,0,1,3,1,"Sidang Kerusuhan 22 Mei, Jaksa Hadirkan 4 Brimob Hari Ini",0
752,752,di massa spanduk bandung bentangkan papua itu indonesia,Berita_indonesia,0,0,0,0,0,Massa di Bandung Bentangkan Spanduk 'Papua Itu Indonesia',0
3740,3740,ambul dki sebut bawa batu dan ini jawab bensin ani elegan polda postingan metro dihapu langsung,Berita_indonesia,0,0,1,1,2,"5 Ambulance DKI Disebut Bawa Batu dan Bensin, Ini Jawaban Elegan Anies, Postingan Polda Metro Langsung Dihapus",1
7664,7664,Belum debut superm kejut fan dengan umum konser tur utara amerika,Hiburan_&_Selebriti,0,0,0,0,1,"Belum Debut, SuperM Kejutkan Fans Dengan Umumkan Tur Konser Amerika Utara",1
3932,3932,di siswi smk kota bandung tusuk saat akan sekolah masuk,Berita_indonesia,0,0,0,0,0,Siswi SMK di Kota Bandung Ditusuk Saat akan Masuk Sekolah,0
7135,7135,ek amen cantik di surabaya ini jadi wisudawan baik unair ipknya di,Regional_&_Daerah,0,0,1,3,2,"Eks Pengamen Cantik di Surabaya Ini Jadi Wisudawan Terbaik di Unair, IPK-nya 3,94",1
2502,2502,raih juta gundala tonton film jadi lari ke ini tahun,Hiburan_&_Selebriti,0,0,1,3,2,"Raih 1,3 Juta Penonton, Gundala Jadi Film Terlaris ke-6 Tahun Ini",0
191,191,sbi ajak rakyat dukung jokowi ppp simpatik negarawan dan,Berita_indonesia,0,0,0,0,1,"SBY Ajak Rakyat Dukung Jokowi, PPP: Simpatik dan Negarawan",0
2646,2646,gerindra kalau masih bisa jalan di trotoar ngapain usir pkl,Berita_indonesia,0,1,0,0,2,"Gerindra: Kalau Masih Bisa Jalan di Trotoar, Ngapain PKL Diusir?",1
4862,4862,Gojek balap grab rencana ovo gandeng dana dan,"Keuangan,Ekonomi_&_Bisnis",0,0,0,0,1,"Balap Gojek, Grab Rencana Gandeng OVO Dan DANA",0
7211,7211,Jauh dari kesan romanti begini raditya cara dika annisa lamar aziza,Hiburan_&_Selebriti,0,0,0,0,1,"Jauh dari Kesan Romantis, Begini Cara Raditya Dika Melamar Annisa Aziza",1
4059,4059,puwakarta mulai bencana musim antisipasi jelang hujan,Berita_indonesia,0,0,0,0,0,Puwakarta Mulai Antisipasi Bencana Jelang Musim Hujan,0
5360,5360,Sebut pranci akan tidak ubah soal putus snowden,Berita_Internasional,0,0,0,0,0,Prancis Sebut Tidak akan Ubah Keputusan Soal Snowden,0
507,507,bersih ada sisa demo tol rua dalkot dpr depan tutup masih,Berita_indonesia,0,0,0,0,1,"Ada Pembersihan Sisa Demo, Ruas Tol Dalkot Depan DPR Masih Ditutup",0
4682,4682,capim masinton kpk hadap besar soal intern di,Berita_indonesia,0,0,0,0,0,Masinton: Capim KPK Hadapi Persoalan Besar di Internal,0
7332,7332,tantang atta bebbi halilintar fey minta sumpah dengan pocong youtub laku leceh live cara,Hiburan_&_Selebriti,0,1,0,0,1,Tantang Atta Halilintar? Bebby Fey Minta Sumpah Pocong dengan YouTuber Pelaku Pelecehan secara Live,1
4282,4282,pdtt kemend atur godok tentang desa musyawarah,"Keuangan,Ekonomi_&_Bisnis",0,0,0,0,0,Kemendes PDTT Godok Peraturan Tentang Musyawarah Desa,0
4238,4238,Batam dink imbau warga waspada kabut asap,Berita_indonesia,0,0,0,0,0,Dinkes Batam Imbau Warga Waspadai Kabut Asap,0
2242,2242,kabut asap dampak pekat terbang di lambat riau,Berita_indonesia,0,0,0,0,0,Kabut Asap Pekat Berdampak Keterlambatan Penerbangan di Riau,0
6153,6153,stok bera ton juta buwa perlu yakin tak impor hingga,"Keuangan,Ekonomi_&_Bisnis",0,0,1,6,2,"Stok Beras 2,6 Juta Ton, Buwas Yakin Tak Perlu Impor Hingga 2020",0
5879,5879,Makin asap pekat mulai bupati septemb libur kobar semua sekolah,Regional_&_Daerah,0,0,1,6,1,"Asap Makin Pekat, Mulai 17 September 2019 Bupati Kobar Liburkan Semua Sekolah",0
4906,4906,lumat indonesia brunei buka u ke peluang bahrain,Olahraga,0,0,1,4,1,"Lumat Brunei 8-0, Indonesia U-16 Buka Peluang ke Bahrain",0
4167,4167,dukung cukai ekspor bea sumbagtim harga raih,"Keuangan,Ekonomi_&_Bisnis",0,0,0,0,1,"Dukung Ekspor, Bea Cukai Sumbagtim Raih Penghargaan",0
932,932,panik jangan ini tip atas anak akibat rewel tinggi demam,Gaya_Hidup_&_Kesehatan,0,0,0,0,1,"Jangan Panik, Ini Tips Mengatasi Anak Rewel Akibat Demam Tinggi",1
102,102,langgar di tilang perdana hari ganjilgenap luas kemarin,Berita_indonesia,0,0,1,4,1,1.904 Pelanggar Ditilang di Hari Perdana Perluasan Ganjil-Genap Kemarin,0
